groundtruth,dist_orig,dist_noisy,robustness_score
1.0,0.003117476,0.008961328,0.99993443
1.0,0.012226818,0.11437244,0.99539804
1.0,0.021582568,0.082403526,0.99838614
1.0,0.0065995394,0.009166881,0.99990755
1.0,0.0031196065,0.0056513827,0.99993336
1.0,0.002500368,0.0075724917,0.9999651
1.0,0.008701967,0.008135563,0.99984753
1.0,0.0064233458,0.01419829,0.9997096
1.0,0.0068685487,0.010060345,0.9998281
1.0,0.009433817,0.007131543,0.9998677
1.0,0.0052212426,0.005814127,0.9999013
1.0,0.55634147,0.45539913,0.942565
1.0,0.008002223,0.006521875,0.99995375
1.0,0.0044696075,0.015109985,0.9997667
1.0,0.0026942156,0.0071809245,0.99980235
1.0,0.00431028,0.012418445,0.9999396
1.0,0.007952164,0.01617787,0.99989814
1.0,0.007952506,0.02236216,0.9996797
1.0,0.0059465365,0.0053796316,0.99979794
1.0,0.0058027455,0.022748213,0.9997289
1.0,0.005422665,0.03162476,0.9996648
1.0,0.004849362,0.005363964,0.99989986
1.0,0.0068782293,0.007831391,0.99988633
1.0,0.005509168,0.0063341223,0.99994314
1.0,0.01793891,0.070508264,0.99826074
1.0,0.0063425773,0.012237078,0.9999474
1.0,0.007202816,0.0071516572,0.99993753
1.0,0.0038319596,0.009197992,0.9998964
1.0,0.0034970534,0.0035171774,0.9999502
1.0,0.0062736357,0.009920493,0.9998794
1.0,0.0055082906,0.008979795,0.99986446
1.0,0.0058106193,0.024336336,0.99965924
1.0,0.013383248,0.47863683,0.9406818
1.0,0.011679409,0.017820893,0.9999846
1.0,0.009307539,0.013561911,0.99972963
1.0,0.009155835,0.0073789777,0.9998535
1.0,0.0054233395,0.011155372,0.9998989
1.0,0.01036242,0.026807705,0.99975586
1.0,0.0032080174,0.008670221,0.99989283
1.0,0.0043102745,0.008879137,0.99996114
1.0,0.010771923,0.20189124,0.9893816
1.0,0.0030815338,0.0152184265,0.9999062
1.0,0.007590927,0.0130757205,0.99985254
1.0,0.0040696776,0.012945958,0.99988264
1.0,0.006089909,0.009930696,0.99990535
1.0,0.010473851,0.006322528,0.9998434
1.0,0.015245041,0.023704944,0.9999541
1.0,0.011665247,0.2277447,0.9867275
1.0,0.0012428268,0.010820613,0.9999063
1.0,0.010283767,0.011355489,0.9999545
1.0,0.0051219054,0.0121234,0.99995303
1.0,0.006922018,0.008735613,0.999929
1.0,0.020920295,0.19455792,0.9889584
1.0,0.0057195416,0.012462738,0.9999589
1.0,0.006652656,0.005335333,0.99990684
1.0,0.006834019,0.02219673,0.9996238
1.0,0.011694438,0.05803638,0.9990362
1.0,0.004738052,0.026388666,0.9996589
1.0,0.0077472366,0.018941566,0.99970114
1.0,0.0069813607,0.00768209,0.99983656
1.0,0.0055154436,0.013534252,0.99959517
1.0,0.0049075554,0.009487302,0.9998514
1.0,0.0048945914,0.0038610762,0.99979764
1.0,0.008858541,0.008032469,0.99992245
1.0,0.001957535,0.021145018,0.999824
1.0,0.0076895873,0.010365088,0.99990076
1.0,0.011443087,0.016760102,0.9996544
1.0,0.0066345152,0.012025214,0.9999224
1.0,0.010842545,0.009632196,0.9994916
1.0,0.005075678,0.012736044,0.9998547
1.0,0.005902977,0.007400617,0.99996054
1.0,0.008530079,0.0083073815,0.9999682
1.0,0.010793586,0.015636329,0.99968857
1.0,0.0076867137,0.010382791,0.99989384
1.0,0.005441435,0.008195728,0.9998379
1.0,0.011518405,0.008811799,0.99989533
1.0,0.013694302,0.019817365,0.9999589
1.0,0.0062625255,0.020429911,0.9997331
1.0,0.004021141,0.011093136,0.9999117
1.0,0.0022240607,0.007737232,0.9999101
