groundtruth,dist_orig,dist_noisy,robustness_score
1.0,0.003117477,0.012469311,0.99993384
1.0,0.012226823,0.034903117,0.9995607
1.0,0.021582568,0.027602116,0.9998739
1.0,0.006599537,0.01315667,0.999948
1.0,0.0031196068,0.013955663,0.99994135
1.0,0.00250037,0.003141693,0.9999497
1.0,0.0087019745,0.013619622,0.99990106
1.0,0.0064233416,0.0082581,0.9998403
1.0,0.0068685426,0.007907397,0.9999268
1.0,0.009433821,0.0051196646,0.99991274
1.0,0.0052212495,0.009579791,0.9999304
1.0,0.5563415,0.5191461,0.96940035
1.0,0.008002225,0.0077687367,0.99996436
1.0,0.0044696187,0.016968245,0.99987805
1.0,0.0026942093,0.017085824,0.9998932
1.0,0.0043102815,0.005929978,0.99999213
1.0,0.007952149,0.01069115,0.9999861
1.0,0.007952517,0.026713112,0.9997507
1.0,0.0059465286,0.0070836474,0.9999727
1.0,0.0058027436,0.029006284,0.99980116
1.0,0.0054226615,0.005811498,0.9999417
1.0,0.0048493673,0.0056897877,0.99994063
1.0,0.006878229,0.008191753,0.9999016
1.0,0.0055091646,0.0071627325,0.99997663
1.0,0.017938908,0.025116198,0.9997683
1.0,0.00634258,0.019578323,0.999928
1.0,0.0072028292,0.007721217,0.99993944
1.0,0.003831962,0.008434669,0.9999762
1.0,0.0034970536,0.007188662,0.9999702
1.0,0.0062736413,0.008754891,0.9999827
1.0,0.005508298,0.012536594,0.9999485
1.0,0.00581063,0.0076444857,0.9998915
1.0,0.013383245,0.5893291,0.91185987
1.0,0.011679434,0.014220763,0.9999939
1.0,0.009307544,0.008181191,0.99993247
1.0,0.009155826,0.0052273986,0.9999291
1.0,0.0054233503,0.008242681,0.9999335
1.0,0.010362417,0.021849975,0.999902
1.0,0.0032080174,0.007552233,0.9999478
1.0,0.0043102717,0.0073325196,0.9999896
1.0,0.010771917,0.08676352,0.99778795
1.0,0.0030815382,0.0036457474,0.9999467
1.0,0.0075909235,0.022320852,0.99982595
1.0,0.0040696734,0.0048019798,0.99996567
1.0,0.0060899016,0.0076326495,0.9999514
1.0,0.010473839,0.011246588,0.9999149
1.0,0.015245039,0.019489825,0.999984
1.0,0.011665237,0.07563659,0.9985066
1.0,0.0012428387,0.0052361484,0.999959
1.0,0.010283766,0.009380171,0.9999621
1.0,0.0051219,0.0088242525,0.9999255
1.0,0.00692201,0.008689101,0.9998692
1.0,0.0209203,0.08453899,0.99754524
1.0,0.0057195323,0.010541411,0.99997365
1.0,0.0066526523,0.0076592527,0.9999301
1.0,0.0068340297,0.011102644,0.99992824
1.0,0.01169444,0.02518691,0.9997981
1.0,0.004738048,0.008194054,0.99989176
1.0,0.0077472436,0.015463083,0.99980164
1.0,0.006981356,0.014046212,0.9999549
1.0,0.0055154376,0.013445655,0.9999193
1.0,0.004907552,0.011998873,0.99993587
1.0,0.0048945867,0.0059581455,0.99997824
1.0,0.008858538,0.008437065,0.99997604
1.0,0.0019575346,0.010414988,0.9999554
1.0,0.0076895966,0.007828163,0.9999138
1.0,0.011443096,0.012465394,0.99994373
1.0,0.0066345134,0.008825529,0.99994445
1.0,0.010842549,0.010885439,0.9998468
1.0,0.0050756745,0.00538503,0.9999787
1.0,0.0059029795,0.007496754,0.9999763
1.0,0.008530069,0.010413238,0.99994266
1.0,0.010793583,0.008931706,0.99988616
1.0,0.007686715,0.0067637274,0.9999045
1.0,0.005441444,0.011200228,0.9999567
1.0,0.011518409,0.0068833595,0.9999301
1.0,0.013694294,0.02025051,0.9999763
1.0,0.0062625306,0.01509508,0.9998647
1.0,0.004021145,0.0067676436,0.99995196
1.0,0.0022240733,0.005259353,0.9999336
1.0,0.0024969352,0.008444785,0.9999762
1.0,0.005623341,0.011857777,0.9999243
1.0,0.012009644,0.01923741,0.99994254
1.0,0.006113758,0.0074599027,0.99991417
1.0,0.004017605,0.013016197,0.9999336
1.0,0.004017606,0.0071688816,0.99997103
1.0,0.016548786,0.57758206,0.9118137
1.0,0.006501608,0.014860868,0.99992424
1.0,0.010658127,0.011833681,0.9999129
1.0,0.016459724,0.009108489,0.99981725
1.0,0.0072394903,0.008024915,0.99991226
1.0,0.005571821,0.008067597,0.99996084
1.0,0.01040446,0.0032060503,0.99992764
1.0,0.0027963284,0.0039488515,0.9999841
1.0,0.009211553,0.017740874,0.9998126
1.0,0.009011605,0.011154901,0.9999187
1.0,0.005508317,0.008969475,0.99992365
1.0,0.0034973703,0.012063038,0.99992836
1.0,0.0072252466,0.0107586635,0.9999317
1.0,0.003807762,0.006168068,0.99994993
1.0,0.01126168,0.012656633,0.99988705
1.0,0.011550918,0.019579183,0.9998844
1.0,0.005945657,0.005149842,0.99995315
1.0,0.0038925433,0.0062627345,0.99997246
1.0,0.007259389,0.01836806,0.99982
1.0,0.004871824,0.009360878,0.99996424
1.0,0.0025767435,0.0056056757,0.9999527
1.0,0.0074327486,0.010564727,0.99993604
1.0,0.003852875,0.021736123,0.9998498
1.0,0.002576744,0.006672628,0.9999889
1.0,0.0057196785,0.009480487,0.999879
1.0,0.0035012763,0.008191498,0.99996024
1.0,0.0076895976,0.010889859,0.9999731
1.0,0.004970286,0.004324865,0.9999771
1.0,0.0075115566,0.011010912,0.999936
1.0,0.009405754,0.02406969,0.9998564
1.0,0.0053427974,0.012892555,0.99978596
1.0,0.002716795,0.006465485,0.9999713
1.0,0.0043741525,0.0070020366,0.9999641
1.0,0.003677679,0.013600399,0.9999345
1.0,0.009598265,0.011308325,0.99997985
1.0,0.006954245,0.021144973,0.99988294
1.0,0.014305453,0.013479751,0.9999181
1.0,0.007597523,0.010804651,0.9998003
1.0,0.05935003,0.23966926,0.9889504
1.0,0.009478061,0.0077140084,0.9999769
1.0,0.010341911,0.013798758,0.9999932
1.0,0.010581301,0.013938999,0.99975634
1.0,0.009611596,0.012454332,0.9999728
1.0,0.007337694,0.0061245738,0.99996954
1.0,0.0067293285,0.017140554,0.9997874
1.0,0.007898707,0.008523336,0.9998987
1.0,0.0075848605,0.0072462927,0.9998783
1.0,0.0073374393,0.00853858,0.99993557
1.0,0.006595418,0.007470631,0.99996716
1.0,0.0067478227,0.006324473,0.99993217
1.0,0.013692456,0.02519802,0.99994624
1.0,0.004017603,0.010330115,0.9999629
1.0,0.008387417,0.01367762,0.99996054
1.0,0.0056960266,0.007987388,0.999981
1.0,0.0060478556,0.0049123387,0.9999302
1.0,0.014457072,0.019282151,0.9998792
1.0,0.014957175,0.02364821,0.9998181
1.0,0.004983981,0.016678683,0.9998766
1.0,0.005570165,0.0072308118,0.9999665
1.0,0.011199473,0.020918328,0.9999014
1.0,0.0043590576,0.004444086,0.999996
1.0,0.0044508525,0.008213067,0.9999809
1.0,0.004184557,0.00821162,0.9999771
1.0,0.006490128,0.010687507,0.9999285
1.0,0.016123923,0.5700731,0.9114685
1.0,0.0034836687,0.0074047856,0.9999303
1.0,0.0033655986,0.006928912,0.99998045
1.0,0.010337547,0.019478632,0.9999291
1.0,0.010537693,0.01998849,0.99990547
1.0,0.0074304673,0.019966071,0.9997765
1.0,0.0029207063,0.009230534,0.9999756
1.0,0.011261684,0.014273196,0.9998978
1.0,0.005002208,0.008342534,0.9999657
1.0,0.004224224,0.012136629,0.99991786
1.0,0.016604416,0.030896436,0.99980974
1.0,0.010405599,0.012264447,0.9999862
1.0,0.00553341,0.011563959,0.9999671
1.0,0.0050771283,0.012861069,0.99986434
1.0,0.007925068,0.008446895,0.99989116
1.0,0.005375176,0.026446328,0.9998314
1.0,0.009769579,0.018027939,0.9999527
1.0,0.0027167972,0.015882913,0.99988437
1.0,0.030495422,0.04938436,0.9997734
1.0,0.0062613823,0.007879957,0.9999248
1.0,0.007143349,0.013100802,0.99994093
1.0,0.0035361608,0.006261009,0.9999547
1.0,0.003563062,0.012663448,0.9999457
1.0,0.0128657995,0.022018615,0.99990827
1.0,0.0045373146,0.008952862,0.99994755
1.0,0.0051369416,0.0073774485,0.99991596
1.0,0.005547092,0.0074064867,0.99992186
1.0,0.008446839,0.015794784,0.9998727
1.0,0.0050771446,0.017150972,0.99988174
1.0,0.0034343028,0.009620937,0.9999531
1.0,0.004893396,0.0059850705,0.99996054
1.0,0.008480938,0.020924857,0.9998133
1.0,0.0086326245,0.07112651,0.9988296
1.0,0.016385505,0.038430545,0.9995439
1.0,0.05329476,0.08083705,0.998976
1.0,0.0037447559,0.005879832,0.9998501
1.0,0.004344721,0.0058613955,0.99992776
1.0,0.007276646,0.012327111,0.9999393
1.0,0.026508398,0.029584218,0.99999017
1.0,0.0073426873,0.009805826,0.999897
1.0,0.0038067834,0.006008189,0.9999598
1.0,0.01103627,0.011146281,0.9999617
1.0,0.0030822011,0.004518917,0.9999579
1.0,0.006490125,0.007490402,0.99993014
1.0,0.004378069,0.017456947,0.99984056
1.0,0.012750544,0.0314049,0.99972755
1.0,0.0145569,0.010510752,0.9999512
1.0,0.0025600472,0.009263314,0.9998977
1.0,0.004763718,0.008034222,0.9999461
1.0,0.0062242276,0.012813659,0.99993426
1.0,0.007998085,0.013776847,0.9999369
1.0,0.0037589634,0.0062326053,0.9999357
1.0,0.012761642,0.009402048,0.9999468
1.0,0.0047918586,0.006832817,0.99997383
1.0,0.011699229,0.015287043,0.9997742
1.0,0.003208021,0.008536217,0.9999692
1.0,0.010428473,0.01142699,0.9999258
1.0,0.008050132,0.0082736835,0.9998677
1.0,0.01220206,0.014299845,0.99994254
1.0,0.007261307,0.0122632235,0.9999214
1.0,0.0025767437,0.009198226,0.9999791
1.0,0.004471562,0.0075824456,0.9999798
1.0,0.004135413,0.008480337,0.9999386
1.0,0.0040175635,0.015849197,0.9999131
1.0,0.0032026272,0.007494618,0.9999378
1.0,0.0025880595,0.010984778,0.9999496
1.0,0.009894033,0.026157845,0.99971986
1.0,0.0025767467,0.009125048,0.9999759
1.0,0.0031174757,0.0036545838,0.99996525
1.0,0.01284748,0.04179937,0.99954605
1.0,0.0019575239,0.008009243,0.9999176
1.0,0.014286453,0.013385401,0.99988705
1.0,0.012322252,0.011168151,0.99987656
1.0,0.0023692555,0.012138203,0.99996376
1.0,0.0039137043,0.008121245,0.9999662
1.0,0.0034086802,0.010315175,0.9999251
1.0,0.02185902,0.03135725,0.9999034
1.0,0.017411405,0.02398451,0.99993145
1.0,0.018606687,0.028672956,0.999949
1.0,0.029501563,0.03663203,0.99992245
1.0,0.0054063746,0.014445695,0.999733
1.0,0.0104002785,0.009026029,0.9999515
1.0,0.006012587,0.021438526,0.9998287
1.0,0.008662318,0.014520084,0.9999536
1.0,0.0042579058,0.0069794008,0.9999544
1.0,0.007848666,0.011670585,0.9999862
1.0,0.0040175966,0.007492275,0.9999421
1.0,0.005070563,0.0059726117,0.99999124
1.0,0.010341125,0.01052133,0.99985206
